member_casual,start_station_name,count(*)
"casual","Kedzie Ave & Bryn Mawr Ave",64
"casual","Leavitt St & Chicago Ave",260
"casual","W Washington Blvd & N Peoria St",27
"member","Greenwood Ave & 47th St",396
"casual","Chicago Ave & Washington St",126
"casual","Clark St & Randolph St",458
"casual","Lincolnwood Dr & Central St",13
"casual","Wells St & Elm St",1453
"casual","Clarendon Ave & Junior Ter",321
"casual","Winchester Ave & Elston Ave",156
"casual","Milwaukee Ave & Fullerton Ave",192
"casual","Lincoln Ave & Waveland Ave",157
"casual","Cottage Grove Ave & 67th St",36
"member","Doty Ave & 111th St",3
"member","Ridge Blvd & Howard St",55
"casual","N Damen Ave & W Chicago Ave",18
"member","Dauphin Ave & 103rd St",4
"member","N Sheffield Ave & W Wellington Ave",171
"casual","University Ave & 57th St",1074
"casual","Larrabee St & Webster Ave",817
"casual","Wood St & Webster Ave",137
"casual","Wilton Ave & Belmont Ave",962
"casual","Western Ave & Berteau Ave",75
"casual","Western Ave & 24th St",47
"casual","Racine Ave & 76th",2
"member","Public Rack - Jensen Park",27
"casual","Eastlake Ter & Rogers Ave",8
"casual","Kingsbury St & Kinzie St",735
"member","Clark St & Touhy Ave",84
"casual","N Southport Ave & W Newport Ave",69
"casual","Greenwood Ave & 47th St",117
"member","Ellis Ave & 55th St",1334
"member","Kilbourn Ave & Milwaukee Ave",59
"member","Albany Ave & Montrose Ave",288
"casual","Public Rack - Sacramento Ave & Devon Ave",9
"member","Western Ave & Grace St",188
"casual","Clark St & Jarvis Ave",30
"casual","Monticello Ave & Irving Park Rd",80
"casual","Western Ave & Grace St",70
"member","Central Park Ave & Bloomingdale Ave",181
"casual","DuSable Lake Shore Dr & North Blvd",1094
"member","DuSable Lake Shore Dr & North Blvd",1060
"casual","Artesian Ave & 55th St",27
"member","Racine Ave & Wrightwood Ave",391
"casual","Damen Ave & Grand Ave",148
"member","Central Park Ave & Douglas Blvd",3
"member","Phillips Ave & 79th St",17
"member","Milwaukee Ave & Fullerton Ave",247
"casual","Kosciuszko Park",136
"casual","Wood St & Taylor St (Temp)",140
"casual","Public Rack - Kedzie Ave & Argyle St",7
"member","Stony Island Ave & 64th St",20
"casual","Winchester (Ravenswood) Ave & Balmoral Ave",101
"casual","Racine Ave & 13th St",71
"member","Public Rack - Washtenaw Ave & Devon Ave",35
"member","Prairie Ave & Garfield Blvd",86
"member","Dodge Ave & Main St",68
"member","Kedzie Ave & Harrison St",20
"member","Lincolnwood Dr & Central St",22
"casual","Central Park Ave & North Ave",82
"member","Lincoln Ave & Addison St",190
"casual","Emerald Ave & 31st St",66
"member","Clinton St & 18th St",222
"member","Central St Metra",50
"member","Wells St & Polk St",590
"casual","Racine Ave & Wrightwood Ave",172
"member","Emerald Ave & 31st St",421
"member","Wabash Ave & Grand Ave",1713
"member","Clark St & Schreiber Ave",212
"member","Lake Park Ave & 47th St",148
"member","Hoyne Ave & 34th St",8
"member","Damen Ave & Grand Ave",435
"casual","Keystone Ave & Montrose Ave",30
"casual","Wells St & Polk St",237
"member","Wabash Ave & Roosevelt Rd",1844
"casual","Wabash Ave & Roosevelt Rd",846
"casual","Morgan St & 31st St",174
"casual","DuSable Lake Shore Dr & Belmont Ave",688
"casual","Green St & Washington Blvd",388
"casual","Kedzie Ave & Palmer Ct",261
"casual","Clark St & Berwyn Ave",595
"casual","Wilton Ave & Diversey Pkwy",486
"casual","Cannon Dr & Fullerton Ave",278
"member","DuSable Lake Shore Dr & Belmont Ave",1165
"casual","Cottage Grove Ave & 47th St",59
"member","Public Rack - Spaulding Ave & North Ave",19
"member","Wells St & Hubbard St",3157
"member","Jefferson St & Monroe St",1114
"member","Lincoln Ave & Winona St",243
"casual","Hoyne Ave & 34th St",12
"casual","Clinton St & 18th St",96
"member","Lincoln Ave & Fullerton Ave",2034
"member","Halsted St & Dickens Ave",1058
"member","Damen Ave & Wabansia Ave",218
"member","Washtenaw Ave & Lawrence Ave",225
"member","Dearborn St & Adams St",669
"casual","Wentworth Ave & 24th St (Temp)",70
"casual","Damen Ave & Wabansia Ave",125
"member","Green St & Washington Blvd",863
"member","Clark St & Berwyn Ave",1299
"member","Ashland Ave & Grand Ave",522
"member","Wilton Ave & Diversey Pkwy",1346
"member","Lincoln Ave & Balmoral Ave",51
"member","Morgan St & 31st St",495
"member","LaSalle St & Jackson Blvd",2347
"member","Homan Ave & Fillmore St",10
"member","Central Park Ave & North Ave",69
"casual","N Shore Channel Trail & Argyle St",41
"casual","Sayre & Diversey",72
"casual","Public Rack - Milwaukee Ave & School St",16
"member","Halsted St & Wrightwood Ave",2860
"member","Clark St & Drummond Pl",3232
"member","Ashland Ave & Augusta Blvd",1307
"member","Financial Pl & Ida B Wells Dr",1631
"casual","Loomis St & Lexington St",662
"casual","Desplaines St & Jackson Blvd",415
"casual","California Ave & 36th St",8
"casual","Indiana Ave & 26th St",91
"member","Public Rack - Kedzie Ave & Argyle St",25
"casual","Lake Park Ave & 56th St",565
"member","Lincoln Ave & Roscoe St*",267
"member","Desplaines St & Randolph St",785
"casual","Dearborn St & Adams St",250
"casual","Halsted St & Dickens Ave",338
"casual","Lincoln Ave & Fullerton Ave",719
"casual","South Shore Dr & 71st St",29
"casual","Washtenaw Ave & Lawrence Ave",67
"member","Western Ave & Congress Pkwy",457
"member","Kingsbury St & Erie St",2455
"member","Broadway & Ridge Ave",877
"member","Public Rack - Central Park Ave & Fillmore St",2
"member","Elston Ave & George St",160
"casual","Kedzie Ave & 64th St - SW",1
"member","Harriet E Sayre Public School",1
"casual","Ashland Ave & 63rd St",20
"member","N Damen Ave & W Chicago Ave",95
"member","Mulligan Ave & Wellington Ave",29
"casual","Shields Ave & 28th Pl",21
"member","State St & 79th St",44
"member","Christiana Ave & Archer Ave",2
"casual","Wabash Ave & 87th St",27
"casual","Public Rack - Mozart Elementary School",3
"member","Rockwell St & Archer Ave",10
"member","Wood St & 35th St",94
"casual","Cherry Ave & Blackhawk St",159
"member","Shields Ave & 43rd St",23
"casual","Wabash Ave & Cermak Rd",74
"casual","State St & 79th St",48
"casual","Milwaukee Ave & Cuyler Ave",39
"member","Public Rack - Chopin Park",1
"member","Public Rack - Lawndale Ave & Diversey Ave",38
"casual","Yates Blvd & 75th St",26
"casual","Jeffery Blvd & 71st St",36
"member","Dorchester Ave & 49th St",128
"member","Bradley Park",2
"member","Public Rack - Pulaski Rd & Armitage Ave",8
"member","N Shore Channel Trail & Argyle St",61
"member","Nagle Ave & Belmont Ave",1
"casual","St Louis Ave & 59th St",34
"casual","Kilbourn Ave & Milwaukee Ave",50
"member","N Paulina St & Lincoln Ave",232
"member","Campbell Ave & Irving Park Rd",55
"member","Pulaski Rd & 51st St",89
"member","Yates Blvd & 93rd St",6
"member","Public Rack - Milwaukee Ave & Diversey Ave",17
"member","N Southport Ave & W Newport Ave",88
"casual","Stony Island Ave & 82nd St",6
"member","Stony Island Ave & 82nd St",36
"casual","Public Rack - Milwaukee Ave & Haussen Ct",16
"member","Kedzie Ave & 48th Pl",72
"casual","N Narragansett Ave & Grand Ave",1
"casual","California Ave & Lake St",67
"member","Greenwood Ave & 91st St",15
"member","California Ave & Lake St",68
"casual","Leavitt St & Addison St",120
"member","Kilbourn & Roscoe",11
"casual","Kedzie Ave & 52nd St",23
"member","Sacramento Blvd & Franklin Blvd",52
"casual","Clyde Ave & 87th St",10
"member","Laramie Ave & Madison St",26
"member","Bloomingdale Ave & Harlem Ave",5
"casual","Kostner Ave & Wrightwood Ave",25
"member","Elmwood Ave & Austin St",104
"member","Damen Ave & 74th St",4
"casual","Albany Ave & 63rd St",1
"member","Public Rack - Milwaukee Ave & School St",30
"member","Washtenaw Ave & Polk St",35
"casual","Rockwell St & 63rd St",2
"casual","Damen Ave & Walnut (Lake) St",61
"casual","Stony Island Ave & 71st St",15
"casual","Stony Island Ave & South Chicago Ave",6
"member","Western Ave & Monroe St",359
"casual","Dauphin Ave & 87th St",14
"member","Kedzie Ave & George St",70
"member","Leavitt St & Division St",608
"member","Halsted St & Archer Ave",340
"casual","Desplaines St & Randolph St",233
"member","Damen Ave & Clybourn Ave",282
"casual","Lincoln Ave & Roscoe St*",77
"member","Cannon Dr & Fullerton Ave",240
"casual","South Chicago Ave & Elliot Ave",1
"member","Loomis St & Lexington St",5328
"casual","Clark St & Drummond Pl",1290
"casual","Ashland Ave & Augusta Blvd",352
"member","Spaulding Ave & Division St",274
"casual","Halsted St & Wrightwood Ave",1245
"casual","Financial Pl & Ida B Wells Dr",458
"member","Central Ave & Parker Ave",14
"casual","Torrence Ave & 126th Pl",11
"casual","Woodlawn Ave & 75th St",10
"member","Halsted St & 18th St",298
"casual","Ellis Ave & 55th St",428
"member","Kimbark Ave & 53rd St",672
"member","Kedzie Ave & Bryn Mawr Ave",111
"casual","Prairie Ave & Garfield Blvd",57
"casual","Public Rack - Woodlawn Ave & 63rd St - SE",1
"member","Hyde Park Blvd & 53rd St",4
"member","Kedzie Ave & Roosevelt Rd",25
"member","State St & 54th St",8
"casual","Baltimore Ave & 87th St",17
"member","Greenwood Ave & 97th St",31
"casual","Ada St & 113th St",4
"casual","Dauphin Ave & 103rd St",7
"member","Neva Ave & Grand Ave",1
"casual","Blackstone Ave & Hyde Park Blvd",103
"member","Western Ave & 111th St",21
"member","Oglesby Ave & 95th St",1
"casual","Fairfield Ave & 44th St",29
"casual","Woodlawn Ave & Lake Park Ave",81
"member","Bennett Ave & 96th St",1
"member","Vernon Ave & 75th St",31
"casual","Public Rack - Jonathan Y Scammon Public School",4
"casual","Lincoln Ave & Sunnyside Ave",144
"member","Ashland Ave & Grace St",822
"casual","Kilpatrick Ave & Parker Ave",39
"casual","Lamon Ave & Belmont Ave",35
"member","Lockwood Ave & Wrightwood Ave",38
"member","California Ave & 23rd Pl",45
"member","Damen Ave & Thomas St (Augusta Blvd)",985
"casual","California Ave & 23rd Pl",21
"member","Kedzie Ave & 21st St",28
"casual","Public Rack - Menard Ave & Dakin St - midblock",9
"casual","Canal St & Harrison St",78
"member","Public Rack - Keystone Ave & North Ave",10
"member","California Ave & 26th St",43
"casual","California Ave & 26th St",11
"member","Francisco Ave & Montrose Ave",172
"casual","Plainfield & Irving Park",13
"casual","Public Rack - Hamlin Ave & Fullerton Ave",30
"casual","Public Rack - Keystone Ave & Irving Park Rd",7
"casual","Public Rack - Christiana Ave & Belmont Ave",13
"member","MLK Jr Dr & Pershing Rd",57
"casual","MLK Jr Dr & 56th St",12
"member","Public Rack - California Ave & Cortez St",6
"member","Washtenaw Ave & Ogden Ave",22
"member","Damen Ave & Walnut (Lake) St",165
"casual","Kedzie Ave & Chicago Ave",40
"member","Public Rack - 10557 S Western Ave",2
"casual","Kilbourn & Roscoe",47
"member","Keystone Ave & Montrose Ave",74
"casual","Long & Irving Park",101
"member","Wabash Ave & 87th St",37
"member","St Louis Ave & 59th St",31
"member","N Clark St & W Elm St",28
"casual","Pulaski Rd & Eddy St (Temp)",14
"casual","Central Park Ave & 24th St",51
"casual","Meade Ave & Addison St",13
"member","Lincoln Ave & Sunnyside Ave",348
"casual","LaSalle St & Jackson Blvd",646
"casual","Ashland Ave & Grand Ave",226
"member","Public Rack - Central Park Ave & Ogden Ave",1
"member","W Washington Blvd & N Peoria St",89
"member","Public Rack - Drake Ave & Leland Ave",2
"member","Spaulding Ave & 63rd St",24
"member","Kimball Ave & Belmont Ave",222
"member","Kedzie Ave & 52nd St",8
"casual","Oketo Ave & Addison St",17
"casual","Christiana Ave & Archer Ave",1
"casual","Bernard St & Elston Ave",29
"casual","Mulligan Ave & Wellington Ave",19
"member","Public Rack - Christiana Ave & Belmont Ave",10
"member","Kedzie Ave & 64th St - SW",2
"casual","Francisco Ave & 47th St",21
"casual","Public Rack - Kostner Ave & Diversey Ave",9
"member","Public Rack - Milwaukee Ave & Haussen Ct",12
"member","Public Rack - Keystone Ave & Irving Park Rd",9
"member","Fullerton & Monitor",12
"casual","Public Rack - Lockwood Ave & Diversey Ave",15
"casual","Public Rack - Hamlin Ave & Montrose Ave",12
"member","Kostner Ave & Armitage Ave",7
"casual","Public Rack - Spaulding Ave & Evergreen Ave",4
"casual","Laramie Ave & Kinzie St",25
"casual","South Chicago Ave & 83rd St",3
"member","Public Rack - Spaulding Ave & Evergreen Ave",8
"casual","Phillips Ave & 83rd St",5
"casual","Public Rack - Fullerton Ave & Narragansett Ave",9
"casual","Public Rack - Christiana Ave & Lawrence Ave",1
"casual","Spaulding Ave & 63rd St",10
"casual","Lamon Ave & Armitage Ave",19
"casual","Western & 28th - Velasquez Institute Vaccination Site",3
"casual","Kedzie Ave & 54th St - SE",1
"casual","St Louis Ave & Norman Bobbins Ave",14
"casual","Homan Ave & 65th St",13
"member","Kedzie Ave & 63rd St",1
"casual","Drake Ave & Addison St",39
"casual","Kedzie Ave & 58th St",3
"casual","Pulaski Rd & 44th St",1
"member","Pulaski Rd & 44th St",1
"member","Western Ave & Berteau Ave",75
"member","Milwaukee Ave & Cuyler Ave",68
"member","Long & Irving Park",75
"member","Public Rack - Lowell Ave & Elston Ave",24
"casual","Laramie Ave & Madison St",19
"member","Kilpatrick Ave & Parker Ave",35
"casual","Public Rack - California Ave & Devon Ave - NW",2
"casual","Oak Park & Wellington",30
"member","Kedzie Ave & 57th St",40
"casual","Central St Metra",51
"member","Washtenaw Ave & Madison St",7
"member","Kosciuszko Park",251
"casual","Commercial Ave & 83rd St",11
"casual","Public Rack - Cicero Ave & Altgeld St",3
"casual","Kedzie Ave & 57th St",36
"casual","Ashland Ave & Belle Plaine Ave",137
"member","Kedzie Ave & Palmer Ct",336
"casual","Kingsbury St & Erie St",727
"casual","Public Rack - Milwaukee Ave & Diversey Ave",2
"member","Sayre & Diversey",28
"casual","Kedzie Ave & 61st Pl",3
"member","Public Rack - Karlov Ave & Kamerling Ave",7
"casual","Stony Island Ave & 67th St",26
"member","Midway Orange Line",1
"casual","Public Rack - Lowell Ave & Elston Ave",35
"casual","Austin Blvd & Lake St",66
"member","Jeffery Blvd & 71st St",66
"member","Public Rack - California Ave & Touhy Ave - SW",1
"casual","Whipple/Irving Park",29
"casual","California Ave & Winona St",31
"member","Hale Ave & 107th St",9
"member","Lawndale Ave & 30th St",7
"casual","Damen Ave & 59th St",43
"member","Public Rack - Woodlawn Ave & 63rd St - SE",1
"member","Panama Ave & Grace St",1
"member","Baltimore Ave & 87th St",14
"casual","Washtenaw Ave & 63rd St",1
"casual","Ellis Ave & 58th St",165
"casual","Public Rack - Keystone Ave & North Ave",2
"member","California Ave & 21st St",105
"casual","Leamington Ave & Hirsch St",16
"member","Western Ave & 104th St",3
"casual","Kedzie Ave & 104th St",14
"casual","Hiawatha Park",2
"casual","Exchange Ave & 79th St",20
"casual","Public Rack - Kimbark Ave & 67th St",3
"casual","Public Rack - Robert Fulton Elementary School",2
"member","Orange & Addison",2
"member","Public Rack - Kimbark Ave & 67th St",8
"member","Avenue O & 134th St",7
"member","Kimbark Ave & 67th St",1
"casual","Troy St & North Ave",231
"member","Racine Ave & Fullerton Ave (Temp)",105
"member","Kostner Ave & Adams St",50
"casual","Public Rack - California Ave & Cortez St",3
"casual","Narragansett & Irving Park",28
"casual","Wentworth Ave & 35th St",225
"member","Troy St & North Ave",288
"casual","Kostner Ave & Adams St",7
"member","California Ave & Montrose Ave",356
"member","Indiana Ave & 31st St",1222
"casual","Menard Ave & Division St",10
"member","Ashland Ave & Archer Ave",133
"casual","Wells St & Hubbard St",1606
"casual","Kedzie Ave & George St",69
"casual","Jefferson St & Monroe St",365
"casual","Western Ave & Congress Pkwy",172
"member","Wells St & Huron St",2134
"member","New St & Illinois St",2127
"member","Lincoln Ave & Belmont Ave (Temp)",767
"casual","Wells St & Huron St",875
"casual","New St & Illinois St",1345
"casual","Wells St & Evergreen Ave",752
"casual","Damen Ave & Chicago Ave",435
"casual","Lincoln Ave & Belmont Ave (Temp)",294
"casual","Franklin St & Jackson Blvd",442
"casual","Michigan Ave & Ida B Wells Dr",316
"casual","Public Rack - Karlov Ave & Kamerling Ave",4
"member","Stockton Dr & Wrightwood Ave",2409
"casual","Stockton Dr & Wrightwood Ave",1220
"member","Wentworth Ave & 24th St (Temp)",206
"casual","Halsted St & Archer Ave",225
"casual","Lincoln Ave & Winona St",88
"casual","Halsted St & 18th St",126
"member","Avers Ave & Belmont Ave",138
"member","Indiana Ave & 40th St",23
"member","Wolcott Ave & Polk St",2476
"casual","Wolcott Ave & Polk St",294
"casual","Chicago Ave & Sheridan Rd",335
"casual","Avers Ave & Belmont Ave",70
"member","Calumet Ave & 35th St",362
"casual","Indiana Ave & 31st St",135
"member","Public Rack - Avers Ave & Irving Park Rd",13
"member","Milwaukee Ave & Wabansia Ave",1089
"casual","Calumet Ave & 35th St",68
"member","Dearborn St & Erie St",1953
"casual","Dearborn St & Erie St",718
"member","Fairbanks St & Superior St",800
"casual","Wallace St & 35th St",78
"casual","Racine Ave & 35th St",40
"casual","Fairbanks St & Superior St",252
"member","Michigan Ave & Ida B Wells Dr",296
"member","Damen Ave & Chicago Ave",1033
"member","Wells St & Evergreen Ave",1219
"member","Halsted St & Roosevelt Rd",1525
"member","Field Blvd & South Water St",1006
"member","LaSalle St & Illinois St",2684
"casual","Field Blvd & South Water St",650
"casual","Halsted St & Roosevelt Rd",359
"casual","Albany Ave & Belmont Ave",34
"casual","LaSalle St & Illinois St",1573
"casual","Public Rack - Hyde Park Blvd & 53rd St",4
"member","Wabash Ave & 16th St",1740
"member","Public Rack - Kedzie Ave & 61st Pl W",2
"casual","Lamon Ave & Chicago Ave",15
"casual","Phillips Ave & 79th St",20
"member","Milwaukee Ave & Rockwell St",402
"member","Albany Ave & Belmont Ave",44
"casual","Troy St & Grace St",58
"member","Homewood Ave & Monterey Ave",1
"casual","Public Rack - Monticello Ave & Belmont Ave",16
"member","Peoria St & Jackson Blvd",1544
"member","Seeley Ave & Roscoe St",360
"member","Public Rack - Karlov Ave & Milwaukee Ave",5
"member","Ellis Ave & 60th St",2656
"member","900 W Harrison St",2249
"member","Rush St & Cedar St",2820
"casual","Damen Ave & Charleston St",556
"casual","900 W Harrison St",630
"casual","Rush St & Cedar St",1262
"casual","Damen Ave & Madison St",202
"member","Harper Ave & 59th St",837
"member","Lamon Ave & Chicago Ave",4
"member","Sacramento Blvd & Polk St",10
"casual","Seeley Ave & Roscoe St",179
"casual","Broadway & Thorndale Ave",210
"casual","Peoria St & Jackson Blvd",345
"member","Broadway & Thorndale Ave",660
"member","Larrabee St & Menomonee St",478
"casual","Southport Ave & Wellington Ave",399
"member","Wentworth Ave & 35th St",371
"member","Public Rack - Kedzie Ave & 62nd Pl",15
"member","Rockwell St & Eastwood Ave",717
"member","May St & Taylor St",684
"casual","Blue Island Ave & 18th St",83
"casual","May St & Taylor St",182
"casual","Jeffery Blvd & 67th St",7
"casual","Wabash Ave & 16th St",707
"member","Damen Ave & 51st St",2
"casual","Constance Ave & 95th St",13
"member","Whipple/Irving Park",30
"member","Calumet Ave & 51st St",139
"member","Southport Ave & Wellington Ave",999
"member","Blue Island Ave & 18th St",168
"member","Jeffery Blvd & 67th St",8
"casual","Stony Island Ave & 64th St",37
"casual","Stony Island Ave & 90th St",5
"member","Wells St & Walton St",1964
"casual","Wells St & Walton St",834
"member","Clark St & Lake St",1376
"member","Montrose Harbor",801
"member","Michigan Ave & 18th St",806
"casual","Lake Park Ave & 47th St",74
"casual","Wabash Ave & Grand Ave",720
"casual","Washtenaw Ave & Polk St",24
"casual","Damen Ave & Clybourn Ave",120
"member","DuSable Lake Shore Dr & Diversey Pkwy",1130
"casual","State St & 35th St",89
"member","State St & 35th St",645
"casual","Federal St & Polk St",602
"casual","Marine Dr & Ainslie St",213
"casual","DuSable Lake Shore Dr & Diversey Pkwy",609
"casual","Michigan Ave & 18th St",306
"member","Federal St & Polk St",1563
"member","W Oakdale Ave & N Broadway",187
"casual","Montrose Harbor",1095
"casual","Clark St & Lake St",496
"casual","Dorchester Ave & 63rd St",35
"member","Green St & Madison St",1497
"casual","Dusable Harbor",817
"casual","Green St & Madison St",516
"member","Dusable Harbor",369
"member","Larrabee St & Oak St",767
"member","Cityfront Plaza Dr & Pioneer Ct",706
"member","McCormick Place",173
"member","Elston Ave & Cortland St",724
"casual","Clinton St & Jackson Blvd",530
"casual","Rockwell St & 57th St",12
"casual","McCormick Place",325
"casual","Cityfront Plaza Dr & Pioneer Ct",417
"member","Damen Ave & Charleston St",896
"member","Long Ave & Belmont Ave",14
"member","Eberhart Ave & 61st St",27
"member","May St & Cullerton St",268
"member","State St & 19th St",249
"casual","DuSable Lake Shore Dr & Wellington Ave",989
"casual","Keystone Ave & Fullerton Ave",60
"member","Marine Dr & Ainslie St",474
"casual","Lincoln Ave & Belle Plaine Ave",169
"casual","Campbell Ave & Fullerton Ave",150
"casual","Cottage Grove Ave & 71st St",7
"casual","Spaulding Ave & Armitage Ave",321
"casual","California Ave & Marquette Rd",19
"casual","Eberhart Ave & 61st St",17
"member","Clinton St & Jackson Blvd",2287
"casual","Larrabee St & Oak St",154
"casual","Major Ave & Bloomingdale Ave",7
"casual","Clinton St & Tilden St",149
"member","DuSable Lake Shore Dr & Wellington Ave",1726
"casual","State St & 19th St",146
"casual","Kimball Ave & Belmont Ave",139
"casual","Spaulding Ave & Division St",194
"casual","Rockwell St & Eastwood Ave",259
"casual","Elston Ave & Henderson St",64
"casual","63rd St Beach",25
"member","Calumet Ave & 18th St",572
"member","Fort Dearborn Dr & 31st St",361
"member","Western Ave & Winnebago Ave",987
"member","Lincoln Ave & Belle Plaine Ave",516
"casual","Fort Dearborn Dr & 31st St",181
"member","Public Rack - McCormick Blvd & Devon Ave",6
"member","Racine Ave & Congress Pkwy",1358
"casual","LaSalle St & Washington St",306
"casual","Morgan St & Lake St*",299
"casual","Calumet Ave & 18th St",282
"member","Rockwell St & Cermak Rd",82
"member","Ogden Ave & Roosevelt Rd",121
"member","LaSalle St & Washington St",899
"casual","South Shore Dr & 74th St",25
"member","Clark St & Wrightwood Ave",1023
"member","Clark St & Winnemac Ave",527
"casual","Calumet Ave & 21st St",113
"member","Hermitage Ave & Polk St",574
"member","Clinton St & Lake St",923
"member","Ashland Ave & Division St",957
"casual","Clark St & Winnemac Ave",235
"casual","Ashland Ave & Division St",417
"casual","Clark St & Wrightwood Ave",369
"casual","Clinton St & Lake St",293
"member","Racine Ave & 18th St",476
"member","Mies van der Rohe Way & Chicago Ave",1180
"member","Morgan St & Lake St*",845
"member","Emerald Ave & 28th St",398
"member","Calumet Ave & 21st St",107
"casual","Ogden Ave & Roosevelt Rd",24
"casual","Richmond St & Diversey Ave",118
"member","Ogden Ave & Race Ave",857
"casual","Ogden Ave & Race Ave",282
"casual","Mies van der Rohe Way & Chicago Ave",360
"casual","Racine Ave & 18th St",217
"member","Phillips Ave & 83rd St",3
"member","Ravenswood Ave & Berteau Ave",605
"casual","Ravenswood Ave & Berteau Ave",132
"member","Aberdeen St & Monroe St",1456
"casual","Aberdeen St & Monroe St",430
"member","MLK Jr Dr & 47th St",31
"member","Princeton Ave & 47th St",152
"casual","Knox Ave & Montrose Ave",174
"member","Damen Ave & 59th St",9
"casual","Ellis Ave & 53rd St",259
"member","Ellis Ave & 53rd St",566
"member","Stony Island Ave & 71st St",12
"casual","MLK Jr Dr & 83rd St",18
"casual","Milwaukee Ave & Wabansia Ave",490
"member","Public Rack - Hyde Park Blvd & 55th St",7
"member","Racine Ave & 61st St",7
"casual","Indiana Ave & 40th St",23
"member","Ashland Ave & Pershing Rd",22
"casual","Wentworth Ave & 63rd St",31
"casual","Summit Ave & 86th St",2
"member","Troy St & Grace St",127
"member","Halsted St & 56th St",4
"casual","California & 16th St",13
"casual","Budlong Woods Library",86
"member","Halsted St & 51st St",43
"casual","Halsted St & 51st St",14
"casual","63rd & Western Ave - north corner",1
"casual","Halsted St & 78th St",22
"member","Halsted St & 78th St",12
"casual","Vernon Ave & 75th St",8
"casual","Harper Ave & 59th St",100
"casual","Conservatory Dr & Lake St",37
"member","Halsted & 63rd - Kennedy-King Vaccination Site",7
"casual","Rainbow Beach",12
"member","Seeley Ave & Garfield Blvd",3
"casual","Public Rack - N Narragansett Ave & Grand Ave",1
"member","Damen Ave & Madison St",324
"casual","Ellis Ave & 60th St",618
"casual","Marshfield Ave & 44th St",11
"casual","Vincennes Ave & 75th St",10
"member","Narragansett & Irving Park",51
"member","Cottage Grove Ave & 67th St",25
"member","Knox Ave & Montrose Ave",282
"casual","Princeton Ave & 47th St",92
"casual","Larrabee St & Menomonee St",122
"casual","Racine Ave & Fullerton Ave (Temp)",66
"casual","Wabash Ave & 83rd St",23
"member","Narragansett Ave & School St",26
"member","Public Rack - Hamlin Ave & Montrose Ave",9
"member","Carpenter St & 63rd St",2
"member","Public Rack - Avondale Ave & Addison St",2
"casual","California Ave & Altgeld St",119
"member","Summit Ave & 86th St",7
"casual","Latrobe Ave & Chicago Ave",28
"casual","Elston Ave & Cortland St",310
"member","Dorchester Ave & 63rd St",94
"casual","Stewart Ave & 83rd St",13
"casual","Kedzie Ave & Leland Ave",90
"casual","Princeton Ave & Garfield Blvd",13
"casual","Milwaukee Ave & Rockwell St",325
"casual","Central Ave & Chicago Ave",24
"member","Ashland Ave & McDowell Ave",72
"casual","Ashland Ave & McDowell Ave",18
"member","California Ave & Byron St",178
"member","Clinton St & Tilden St",347
"member","Public Rack - Cicero Ave & Roscoe St",2
"member","Halsted St & 59th St",3
"casual","Cicero Ave & Grace St",14
"casual","Prairie Ave & 43rd St",76
"casual","Narragansett & Wrightwood",59
"casual","May St & Cullerton St",181
"member","Kedzie Ave & Foster Ave",195
"member","Larrabee St & North Ave",580
"casual","Racine Ave & Congress Pkwy",210
"casual","W Oakdale Ave & N Broadway",100
"casual","Vernon Ave & 79th St",6
"casual","Calumet Ave & 51st St",45
"member","May St & 69th St",65
"casual","Public Rack - Evans Ave & 63rd St",1
"casual","Halsted St & 69th St",13
"casual","Harlem & Irving Park",49
"member","Fairfield Ave & Roosevelt Rd",31
"casual","Public Rack - California Ave & Ogden Ave",2
"casual","Western Ave & Winnebago Ave",505
"casual","Larrabee St & North Ave",347
"casual","Fairfield Ave & Roosevelt Rd",24
"member","Halsted St & 73rd St",15
"member","Kildare & Cermak",2
"casual","Halsted St & 96th St",8
"casual","MLK Jr Dr & 47th St",21
"casual","Clarendon Ave & Leland Ave",206
"casual","Lincoln Ave & Peterson Ave",56
"casual",NewHastings,3
"casual","Broadway & Ridge Ave",430
"member","Normal Ave & Archer Ave",86
"member","Clarendon Ave & Leland Ave",601
"casual","Lincoln Ave & Balmoral Ave",32
"casual","Public Rack - Lafayette Ave & 95th St",2
"casual","Union Ave & Root St",17
"member","Union Ave & Root St",19
"member","Western Ave & Howard St",173
"member","Chicago Ave & Sheridan Rd",503
"member","Cicero Ave & Flournoy St",11
"casual","Central Ave & Lake St",9
"casual","Damen Ave & Foster Ave",92
"casual","Ashland Ave & Garfield Blvd",18
"casual","Leavitt St & Division St",321
"casual","Western Ave & Monroe St",75
"member","Vincennes Ave & 104th St",27
"member","Public Rack - Laramie Ave & Fullerton Ave",1
"member","California Ave & Altgeld St",248
"member","University Library (NU)",163
"casual","Public Rack - Kostner Ave & Armitage Ave",17
"member","Narragansett & Wrightwood",36
"casual","Maplewood Ave & Peterson Ave",9
"member","Public Rack - Kostner Ave & Armitage Ave",39
"member","Glenwood Ave & Morse Ave",384
"casual","Public Rack - Rockwell Ave & Touhy Ave ",4
"member","Damen Ave & Foster Ave",229
"member","Public Rack - N Narragansett Ave & Grand Ave",2
"casual","Clark St & Schreiber Ave",82
"casual","Glenwood Ave & Morse Ave",143
"member","Spaulding Ave & Armitage Ave",653
"member","Martin Luther King Dr & 111th St",16
